observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,Drought,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,AwnRoughness(WIPO:0000274),AwnRoughness(WIPO:0000274).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PeduncleLength(WIPO:0000278),PeduncleLength(WIPO:0000278).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-188BLOCK3PLOT24,3032825,WW5,Wheat_Winter_TUR,48225,https://doi.org/10.15454/YKZBWZ,TRI 7843,VIRTUAL_TRIAL,,,,,2,23,,Rainfed,2015,"3,6",,"1,2",,"0,6656050955",,"35,1260504202",,42152,2015-05-30T02:00:00Z,"99,5",,27,,2,2014-11-12T01:00:00Z,"7,8",
ww-188BLOCK4PLOT62,3033666,WW5,Wheat_Winter_TUR,48225,https://doi.org/10.15454/YKZBWZ,TRI 7843,VIRTUAL_TRIAL,,,,,3,38,,Irrigated,2015,"5,4",,"1,2",,"0,7384007897",,"43,488372093",,197,2015-05-28T02:00:00Z,116,,"36,5",,1,,"9,1",
ww-188BLOCK9PLOT7,3033682,WW5,Wheat_Winter_TUR,48225,https://doi.org/10.15454/YKZBWZ,TRI 7843,VIRTUAL_TRIAL,,,,,5,39,,Irrigated,2015,"4,2",,"1,2",,"0,7570977918",,"43,3734939759",,196,2015-05-27T02:00:00Z,"104,5",,39,,1,,"9,6",
ww-197BLOCK9PLOT36,3033109,WW5,Wheat_Winter_TUR,48232,https://doi.org/10.15454/S7FOMV,TRI 6388,VIRTUAL_TRIAL,,,,,6,43,,Rainfed,2015,3,,"1,2",,"0,6579925651",,"28,5483870968",,42151,2015-05-27T02:00:00Z,98,,32,,2,2014-11-12T01:00:00Z,7,
ww-197BLOCK6PLOT31,3032710,WW5,Wheat_Winter_TUR,48232,https://doi.org/10.15454/S7FOMV,TRI 6388,VIRTUAL_TRIAL,,,,,13,14,,Rainfed,2015,,,,,,,,,42146,2015-05-24T02:00:00Z,101,,28,,2,2014-11-12T01:00:00Z,,
ww-197BLOCK6PLOT38,3033354,WW5,Wheat_Winter_TUR,48232,https://doi.org/10.15454/S7FOMV,TRI 6388,VIRTUAL_TRIAL,,,,,13,15,,Irrigated,2015,,,1,,"0,7305593452",,"37,1875",,192,2015-05-23T02:00:00Z,90,,32,,1,,"11,6",
ww-199BLOCK10PLOT20,3033086,WW5,Wheat_Winter_TUR,48234,https://doi.org/10.15454/FWLX4K,TRI 6471,VIRTUAL_TRIAL,,,,,11,41,,Rainfed,2015,"4,9",,"1,2",,"0,5275407292",,"35,7894736842",,42153,2015-05-31T02:00:00Z,111,,30,,2,2014-11-12T01:00:00Z,"6,5",
ww-199BLOCK2PLOT60,3032760,WW5,Wheat_Winter_TUR,48234,https://doi.org/10.15454/FWLX4K,TRI 6471,VIRTUAL_TRIAL,,,,,7,18,,Rainfed,2015,"4,3",,"2,3",,"0,6240208877",,"38,24",,42154,2015-06-01T02:00:00Z,54,,28,,2,2014-11-12T01:00:00Z,"7,3",
ww-199BLOCK7PLOT23,3033461,WW5,Wheat_Winter_TUR,48234,https://doi.org/10.15454/FWLX4K,TRI 6471,VIRTUAL_TRIAL,,,,,8,23,,Irrigated,2015,"3,8",,"2,3",,"0,7016853933",,"50,9795918367",,197,2015-05-28T02:00:00Z,114,,47,,2,,"10,8",
ww-243BLOCK3PLOT27,3032828,WW5,Wheat_Winter_TUR,48262,https://doi.org/10.15454/F8AKAX,ELS 6304-72,VIRTUAL_TRIAL,,,,,5,23,,Rainfed,2015,6,,"2,24",,"0,6955307263",,"42,9310344828",,42146,2015-05-24T02:00:00Z,90,,20,,2,2014-11-12T01:00:00Z,"6,1",
ww-243BLOCK6PLOT64,3033409,WW5,Wheat_Winter_TUR,48262,https://doi.org/10.15454/F8AKAX,ELS 6304-72,VIRTUAL_TRIAL,,,,,12,19,,Irrigated,2015,"4,2",,"2,3",,"0,6611940299",,"35,7258064516",,186,2015-05-17T02:00:00Z,71,,"23,5",,1,,"6,7",
ww-244BLOCK7PLOT66,3032921,WW5,Wheat_Winter_TUR,48263,https://doi.org/10.15454/BWQFOP,859,VIRTUAL_TRIAL,,,,,14,29,,Rainfed,2015,,,,,,,,,,,"85,5",,26,,1,2014-11-12T01:00:00Z,,
ww-244BLOCK1PLOT37,3033217,WW5,Wheat_Winter_TUR,48263,https://doi.org/10.15454/BWQFOP,859,VIRTUAL_TRIAL,,,,,2,6,,Irrigated,2015,"3,8333333333",,1,,"0,6896551724",,"21,5053763441",,200,2015-05-31T02:00:00Z,"109,5",,"48,5",,2,,6,
ww-244BLOCK10PLOT19,3033715,WW5,Wheat_Winter_TUR,48263,https://doi.org/10.15454/BWQFOP,859,VIRTUAL_TRIAL,,,,,10,41,,Irrigated,2015,"3,45",,"2,3",,"0,627039627",,"20,534351145",,197,2015-05-28T02:00:00Z,96,,"42,5",,2,,"5,5",
ww-268BLOCK4PLOT12,3032928,WW5,Wheat_Winter_TUR,48267,https://doi.org/10.15454/BYGUFU,79TK098-511,VIRTUAL_TRIAL,,,,,7,30,,Rainfed,2015,"2,65",,"1,2",,"0,6948529412",,"21,976744186",,42164,2015-06-10T02:00:00Z,76,,19,,2,2014-11-12T01:00:00Z,"3,9",
ww-268BLOCK6PLOT5,3033293,WW5,Wheat_Winter_TUR,48267,https://doi.org/10.15454/BYGUFU,79TK098-511,VIRTUAL_TRIAL,,,,,8,11,,Irrigated,2015,"5,18",,"2,3",,"0,7109375",,"35,6862745098",,196,2015-05-27T02:00:00Z,96,,28,,1,,"4,7",
ww-268BLOCK10PLOT18,3033714,WW5,Wheat_Winter_TUR,48267,https://doi.org/10.15454/BYGUFU,79TK098-511,VIRTUAL_TRIAL,,,,,9,41,,Irrigated,2015,"6,45",,"2,3",,"0,6993630573",,"32,1052631579",,200,2015-05-31T02:00:00Z,"104,5",,"32,5",,2,,6,
ww-258BLOCK5PLOT27,3032570,WW5,Wheat_Winter_TUR,48321,https://doi.org/10.15454/GL2BBJ,DIC55 TP021-TP028,VIRTUAL_TRIAL,,,,,13,4,,Rainfed,2015,,,,,,,,,193,2015-05-24T02:00:00Z,"89,5",,26,,2,2014-11-12T01:00:00Z,,
ww-258BLOCK1PLOT33,3033206,WW5,Wheat_Winter_TUR,48321,https://doi.org/10.15454/GL2BBJ,DIC55 TP021-TP028,VIRTUAL_TRIAL,,,,,5,5,,Irrigated,2015,,,,,,,,,195,2015-05-26T02:00:00Z,79,,"30,5",,1,,,
ww-266BLOCK4PLOT53,3033011,WW5,Wheat_Winter_TUR,48329,https://doi.org/10.15454/LGPSCW,TRI 10324,VIRTUAL_TRIAL,,,,,6,36,,Rainfed,2015,"3,5",,"1,2",,"0,6483516484",,"26,8181818182",,42163,2015-06-10T02:00:00Z,"56,5",,35,,1,2014-11-12T01:00:00Z,6,
ww-266BLOCK7PLOT46,3033505,WW5,Wheat_Winter_TUR,48329,https://doi.org/10.15454/LGPSCW,TRI 10324,VIRTUAL_TRIAL,,,,,10,26,,Irrigated,2015,"5,4",,"1,2",,"0,7836391437",,"44,5652173913",,197,2015-05-28T02:00:00Z,"89,5",,44,,1,,14,
ww-330BLOCK6PLOT43,3032736,WW5,Wheat_Winter_TUR,22074,https://doi.org/10.15454/B0VYLQ,BELLYEI-590,VIRTUAL_TRIAL,,,,,11,16,,Rainfed,2015,"2,75",,"2,3",,"0,7001972387",,"37,3684210526",,42145,2015-05-23T02:00:00Z,"121,5",,32,,2,2014-11-12T01:00:00Z,"8,125",
ww-330BLOCK8PLOT33,3033607,WW5,Wheat_Winter_TUR,22074,https://doi.org/10.15454/B0VYLQ,BELLYEI-590,VIRTUAL_TRIAL,,,,,14,33,,Irrigated,2015,,,"1,2",,"0,7106382979",,"23,275261324",,196,2015-05-27T02:00:00Z,109,,35,,2,,"5,2",
ww-152BLOCK7PLOT64,3032907,WW5,Wheat_Winter_TUR,24059,https://doi.org/10.15454/WL6NIE,RECITAL,VIRTUAL_TRIAL,,,,,14,28,,Rainfed,2015,,,"1,2",,"0,7288629738",,"33,5570469799",,42148,2015-05-24T02:00:00Z,"63,5",,31,,2,2014-11-12T01:00:00Z,"5,4",
ww-152BLOCK2PLOT58,3033388,WW5,Wheat_Winter_TUR,24059,https://doi.org/10.15454/WL6NIE,RECITAL,VIRTUAL_TRIAL,,,,,5,18,,Irrigated,2015,,,,,"0,8077324974",,"38,9420654912",,192,2015-05-23T02:00:00Z,"58,5",,"21,5",,1,,"8,4",
ww-314BLOCK7PLOT52,3033518,WW5,Wheat_Winter_TUR,21782,https://doi.org/10.15454/CM7NHY,664-258-18,VIRTUAL_TRIAL,,,,,9,27,,Irrigated,2015,"3,85",,"2,3",,"0,7526576896",,"42,8225806452",,187,2015-05-18T02:00:00Z,"64,5",,19,,1,,"7,9",
ww-314BLOCK10PLOT13,3033072,WW5,Wheat_Winter_TUR,21782,https://doi.org/10.15454/CM7NHY,664-258-18,VIRTUAL_TRIAL,,,,,11,40,,Rainfed,2015,3,,"2,3",,"0,8388157895",,"62,1951219512",,42144,2015-05-22T02:00:00Z,74,,31,,2,2014-11-12T01:00:00Z,8,
ww-314BLOCK8PLOT47,3033005,WW5,Wheat_Winter_TUR,21782,https://doi.org/10.15454/CM7NHY,664-258-18,VIRTUAL_TRIAL,,,,,14,35,,Rainfed,2015,,,"2,3",,"0,7232059646",,"56,231884058",,42144,2015-05-22T02:00:00Z,74,,33,,1,2014-11-12T01:00:00Z,"6,8",
ww-395BLOCK3PLOT6,3032786,WW5,Wheat_Winter_TUR,23631,https://doi.org/10.15454/XS4HF4,MV-MA,VIRTUAL_TRIAL,,,,,5,20,,Rainfed,2015,"4,1",,"2,3",,"0,686440678",,"44,1818181818",,42150,2015-05-28T02:00:00Z,76,,12,,2,2014-11-12T01:00:00Z,"7,8",
ww-395BLOCK6PLOT46,3033369,WW5,Wheat_Winter_TUR,23631,https://doi.org/10.15454/XS4HF4,MV-MA,VIRTUAL_TRIAL,,,,,14,16,,Irrigated,2015,,,,,"0,6805696846",,"37,1666666667",,192,2015-05-23T02:00:00Z,73,,"15,5",,1,,"9,1",
ww-401BLOCK3PLOT29,3032830,WW5,Wheat_Winter_TUR,23790,https://doi.org/10.15454/KJB0LU,ODESSA EXP.STA.20722,VIRTUAL_TRIAL,,,,,7,23,,Rainfed,2015,"3,95",,"2,3",,"0,7077997672",,40,,42146,2015-05-24T02:00:00Z,97,,21,,2,2014-11-12T01:00:00Z,"8,2",
ww-401BLOCK7PLOT65,3033550,WW5,Wheat_Winter_TUR,23790,https://doi.org/10.15454/KJB0LU,ODESSA EXP.STA.20722,VIRTUAL_TRIAL,,,,,13,29,,Irrigated,2015,"5,4",,"2,3",,"0,6800422386",,"54,1176470588",,191,2015-05-22T02:00:00Z,"111,5",,47,,1,,"9,3",
ww-433BLOCK1PLOT63,3032634,WW5,Wheat_Winter_TUR,25082,https://doi.org/10.15454/0CAUFB,HOUMANA,VIRTUAL_TRIAL,,,,,7,9,,Rainfed,,,,,,,,,,,,,,,,,,,
ww-433BLOCK4PLOT51,3033639,WW5,Wheat_Winter_TUR,25082,https://doi.org/10.15454/0CAUFB,HOUMANA,VIRTUAL_TRIAL,,,,,4,36,,Irrigated,,,,,,,,,,,,,,,,,,,
ww-440BLOCK4PLOT4,3032911,WW5,Wheat_Winter_TUR,25559,https://doi.org/10.15454/1JXS5T,FRUH WEIZEN,VIRTUAL_TRIAL,,,,,4,29,,Rainfed,2015,"0,7",,1,,"0,6946902655",,"41,3157894737",,42153,2015-05-30T02:00:00Z,"128,5",,28,,2,2014-11-12T01:00:00Z,"9,7",
ww-440BLOCK7PLOT47,3033506,WW5,Wheat_Winter_TUR,25559,https://doi.org/10.15454/1JXS5T,FRUH WEIZEN,VIRTUAL_TRIAL,,,,,11,26,,Irrigated,2015,,,,,"0,5966666667",,"41,8713450292",,196,2015-05-27T02:00:00Z,108,,45,,2,,"10,9",
ww-484BLOCK8PLOT22,3032959,WW5,Wheat_Winter_TUR,23555,https://doi.org/10.15454/R46PWA,MEXIQUE 58,VIRTUAL_TRIAL,,,,,10,32,,Rainfed,2015,"3,25",,"2,3",,"0,7785016287",,"51,3978494624",,42152,2015-05-29T02:00:00Z,"115,5",,34,,2,2014-11-12T01:00:00Z,"7,5",
ww-484BLOCK1PLOT53,3033247,WW5,Wheat_Winter_TUR,23555,https://doi.org/10.15454/R46PWA,MEXIQUE 58,VIRTUAL_TRIAL,,,,,4,8,,Irrigated,,,,,,,,,,,,,,,,,,,
ww-001BLOCK10PLOT50,3033144,WW5,Wheat_Winter_TUR,48139,https://doi.org/10.15454/UP7CN3,LEEDS,VIRTUAL_TRIAL,,,,,13,45,,Rainfed,2015,,,,,,,,,42156,2015-06-01T02:00:00Z,54,,23,,2,2014-11-12T01:00:00Z,,
ww-001BLOCK2PLOT20,3032685,WW5,Wheat_Winter_TUR,48139,https://doi.org/10.15454/UP7CN3,LEEDS,VIRTUAL_TRIAL,,,,,2,13,,Rainfed,2015,"0,5",,1,,"0,8022900763",,"39,8106060606",,42155,2015-06-02T02:00:00Z,69,,17,,2,2014-11-12T01:00:00Z,"9,8",
ww-001BLOCK4PLOT45,3033626,WW5,Wheat_Winter_TUR,48139,https://doi.org/10.15454/UP7CN3,LEEDS,VIRTUAL_TRIAL,,,,,5,35,,Irrigated,2015,,,,,"0,722513089",,"31,1612903226",,197,2015-05-28T02:00:00Z,63,,22,,1,,"9,5",
ww-005BLOCK6PLOT26,3032705,WW5,Wheat_Winter_TUR,48140,https://doi.org/10.15454/BHYVI3,FORZOR,VIRTUAL_TRIAL,,,,,8,14,,Rainfed,2015,,,,,"0,7786946737",,"43,7974683544",,42152,2015-05-30T02:00:00Z,"83,5",,23,,2,2014-11-12T01:00:00Z,"8,7",
ww-005BLOCK8PLOT9,3033562,WW5,Wheat_Winter_TUR,48140,https://doi.org/10.15454/BHYVI3,FORZOR,VIRTUAL_TRIAL,,,,,11,30,,Irrigated,2015,,,,,"0,759672619",,"34,9657534247",,193,2015-05-24T02:00:00Z,68,,"20,5",,1,,"10,7",
ww-006BLOCK7PLOT47,3032876,WW5,Wheat_Winter_TUR,48141,https://doi.org/10.15454/9X4ANP,TOSKANI,VIRTUAL_TRIAL,,,,,11,26,,Rainfed,2015,"4,26",,"2,3",,"0,7625975869",,"41,2872238232",,42148,2015-05-24T02:00:00Z,"85,5",,26,,2,2014-11-12T01:00:00Z,"8,06",
ww-006BLOCK7PLOT12,3033436,WW5,Wheat_Winter_TUR,48141,https://doi.org/10.15454/9X4ANP,TOSKANI,VIRTUAL_TRIAL,,,,,11,21,,Irrigated,2015,"4,6",,"2,3",,"0,7491289199",,"32,0895522388",,193,2015-05-24T02:00:00Z,73,,"17,5",,2,,"9,3",
ww-006BLOCK10PLOT5,3033687,WW5,Wheat_Winter_TUR,48141,https://doi.org/10.15454/9X4ANP,TOSKANI,VIRTUAL_TRIAL,,,,,10,39,,Irrigated,2015,"3,95",,"2,3",,"0,8545034642",,"36,393442623",,194,2015-05-25T02:00:00Z,68,,23,,2,,"9,9",
ww-010BLOCK6PLOT51,3032751,WW5,Wheat_Winter_TUR,48142,https://doi.org/10.15454/C5P8R1,KWS FERRUM,VIRTUAL_TRIAL,,,,,12,17,,Rainfed,2015,"0,5",,1,,"0,8091872792",,"43,619047619",,42148,2015-05-26T02:00:00Z,"78,5",,24,,2,2014-11-12T01:00:00Z,7,
ww-010BLOCK5PLOT4,3033156,WW5,Wheat_Winter_TUR,48142,https://doi.org/10.15454/C5P8R1,KWS FERRUM,VIRTUAL_TRIAL,,,,,11,1,,Irrigated,2015,,,"1,2",,"0,8091436865",,"41,4498141264",,193,2015-05-24T02:00:00Z,"72,5",,24,,2,,"9,8",
ww-010BLOCK10PLOT35,3033745,WW5,Wheat_Winter_TUR,48142,https://doi.org/10.15454/C5P8R1,KWS FERRUM,VIRTUAL_TRIAL,,,,,12,43,,Irrigated,2015,,,,,"0,8351568198",,"40,6028368794",,192,2015-05-23T02:00:00Z,68,,22,,1,,"8,7",
ww-012BLOCK2PLOT11,3032662,WW5,Wheat_Winter_TUR,25820,https://doi.org/10.15454/7JVGON,DEKAN,VIRTUAL_TRIAL,,,,,7,11,,Rainfed,2015,"0,5",,1,,"0,7202111614",,"37,5984251969",,42158,2015-06-05T02:00:00Z,"71,5",,18,,2,2014-11-12T01:00:00Z,"9,6",
ww-012BLOCK7PLOT13,3033437,WW5,Wheat_Winter_TUR,25820,https://doi.org/10.15454/7JVGON,DEKAN,VIRTUAL_TRIAL,,,,,12,21,,Irrigated,2015,,,1,,"0,6492728828",,"28,1111111111",,196,2015-05-27T02:00:00Z,"70,5",,28,,2,,"10,4",
ww-012BLOCK9PLOT21,3033710,WW5,Wheat_Winter_TUR,25820,https://doi.org/10.15454/7JVGON,DEKAN,VIRTUAL_TRIAL,,,,,5,41,,Irrigated,2015,,,,,"0,7647476901",,"37,4912891986",,196,2015-05-27T02:00:00Z,75,,24,,2,,"9,8",
ww-013BLOCK6PLOT4,3032652,WW5,Wheat_Winter_TUR,48143,https://doi.org/10.15454/QPDUJ7,KWS MAGIC,VIRTUAL_TRIAL,,,,,11,10,,Rainfed,2015,,,,,"0,7471451876",,"37,5409836066",,42154,2015-06-01T02:00:00Z,82,,14,,2,2014-11-12T01:00:00Z,8,
ww-013BLOCK6PLOT48,3033378,WW5,Wheat_Winter_TUR,48143,https://doi.org/10.15454/QPDUJ7,KWS MAGIC,VIRTUAL_TRIAL,,,,,9,17,,Irrigated,2015,,,,,"0,753458498",,"36,6586538462",,197,2015-05-28T02:00:00Z,"67,5",,13,,2,,"9,5",
ww-014BLOCK10PLOT49,3033143,WW5,Wheat_Winter_TUR,48144,https://doi.org/10.15454/6KRVUU,KWS MILANECO,VIRTUAL_TRIAL,,,,,12,45,,Rainfed,2015,,,,,"0,637195122",,"32,9133858268",,42158,2015-06-03T02:00:00Z,91,,24,,2,2014-11-12T01:00:00Z,"7,4",
ww-014BLOCK7PLOT11,3032805,WW5,Wheat_Winter_TUR,48144,https://doi.org/10.15454/6KRVUU,KWS MILANECO,VIRTUAL_TRIAL,,,,,10,21,,Rainfed,2015,,,,,"0,6666666667",,"40,7843137255",,42154,2015-06-01T02:00:00Z,106,,32,,2,2014-11-12T01:00:00Z,"8,25",
ww-014BLOCK7PLOT30,3033475,WW5,Wheat_Winter_TUR,48144,https://doi.org/10.15454/6KRVUU,KWS MILANECO,VIRTUAL_TRIAL,,,,,8,24,,Irrigated,2015,,,,,"0,7419354839",,"46,8325791855",,197,2015-05-28T02:00:00Z,"94,5",,"28,5",,2,,"9,6",
ww-015BLOCK5PLOT14,3032543,WW5,Wheat_Winter_TUR,48145,https://doi.org/10.15454/JQN8P6,KW 11116-09,VIRTUAL_TRIAL,,,,,14,2,,Rainfed,2015,,,3,,"0,5741626794",,"28,7425149701",,200,2015-05-31T02:00:00Z,"73,5",,29,,2,2014-11-12T01:00:00Z,11,
ww-015BLOCK4PLOT17,3033570,WW5,Wheat_Winter_TUR,48145,https://doi.org/10.15454/JQN8P6,KW 11116-09,VIRTUAL_TRIAL,,,,,5,31,,Irrigated,2015,,,,,"0,7620412844",,"37,9714285714",,196,2015-05-27T02:00:00Z,77,,21,,2,,"11,908",
ww-018BLOCK2PLOT48,3032741,WW5,Wheat_Winter_TUR,48127,https://doi.org/10.15454/PYAODO,KWS CHAMSIN,VIRTUAL_TRIAL,,,,,2,17,,Rainfed,2015,"0,6",,1,,"0,7619321449",,"40,7692307692",,42149,2015-05-27T02:00:00Z,"92,5",,22,,2,2014-11-12T01:00:00Z,"9,8",
ww-018BLOCK8PLOT41,3033629,WW5,Wheat_Winter_TUR,48127,https://doi.org/10.15454/PYAODO,KWS CHAMSIN,VIRTUAL_TRIAL,,,,,8,35,,Irrigated,2015,,,,,,,,,193,2015-05-24T02:00:00Z,"75,5",,22,,1,,,
ww-019BLOCK2PLOT57,3032757,WW5,Wheat_Winter_TUR,27875,https://doi.org/10.15454/6LY6NQ,BOLOGNA,VIRTUAL_TRIAL,,,,,4,18,,Rainfed,2015,"3,5",,"2,3",,"0,7237113402",,"33,1132075472",,42147,2015-05-25T02:00:00Z,77,,29,,2,2014-11-12T01:00:00Z,"7,6",
ww-019BLOCK8PLOT64,3033675,WW5,Wheat_Winter_TUR,27875,https://doi.org/10.15454/6LY6NQ,BOLOGNA,VIRTUAL_TRIAL,,,,,12,38,,Irrigated,2015,"3,5",,"2,3",,"0,7132486388",,"29,6603773585",,192,2015-05-23T02:00:00Z,"71,5",,31,,1,,"8,9",
ww-016BLOCK10PLOT1,3033041,WW5,Wheat_Winter_TUR,48154,https://doi.org/10.15454/MQOAYS,TAIFUN,VIRTUAL_TRIAL,,,,,8,38,,Rainfed,2015,"0,5",,1,,"0,7610837438",,"42,3287671233",,42146,2015-05-24T02:00:00Z,"95,5",,35,,2,2014-11-12T01:00:00Z,"12,75",
ww-016BLOCK6PLOT38,3032724,WW5,Wheat_Winter_TUR,48154,https://doi.org/10.15454/MQOAYS,TAIFUN,VIRTUAL_TRIAL,,,,,13,15,,Rainfed,2015,,,,,,,,,42146,2015-05-24T02:00:00Z,93,,33,,2,2014-11-12T01:00:00Z,,
ww-016BLOCK6PLOT45,3033368,WW5,Wheat_Winter_TUR,48154,https://doi.org/10.15454/MQOAYS,TAIFUN,VIRTUAL_TRIAL,,,,,13,16,,Irrigated,2015,"3,35",,"2,3",,"0,7284069098",,"33,1441048035",,192,2015-05-23T02:00:00Z,"76,5",,27,,1,,"10,6",
ww-021BLOCK6PLOT52,3032752,WW5,Wheat_Winter_TUR,48146,https://doi.org/10.15454/2JXR9C,TIEPOLO,VIRTUAL_TRIAL,,,,,13,17,,Rainfed,2015,,,,,,,,,42146,2015-05-24T02:00:00Z,71,,29,,2,2014-11-12T01:00:00Z,,
ww-021BLOCK2PLOT6,3033287,WW5,Wheat_Winter_TUR,48146,https://doi.org/10.15454/2JXR9C,TIEPOLO,VIRTUAL_TRIAL,,,,,2,11,,Irrigated,2015,"3,75",,"2,3",,"0,7451312447",,"33,2075471698",,193,2015-05-24T02:00:00Z,"63,5",,"21,5",,1,,9,
ww-021BLOCK10PLOT30,3033733,WW5,Wheat_Winter_TUR,48146,https://doi.org/10.15454/2JXR9C,TIEPOLO,VIRTUAL_TRIAL,,,,,14,42,,Irrigated,2015,"1,2",,1,,"0,7361904762",,"31,5510204082",,191,2015-05-22T02:00:00Z,"54,5",,15,,1,,"9,516",
ww-023BLOCK9PLOT5,3033050,WW5,Wheat_Winter_TUR,48147,https://doi.org/10.15454/TYO8PP,MV-TOBORZO,VIRTUAL_TRIAL,,,,,3,39,,Rainfed,2015,"3,65",,"2,3",,"0,8784473953",,"64,6616541353",,42145,2015-05-23T02:00:00Z,"81,5",,38,,1,2014-11-12T01:00:00Z,"8,5",
ww-023BLOCK8PLOT33,3032977,WW5,Wheat_Winter_TUR,48147,https://doi.org/10.15454/TYO8PP,MV-TOBORZO,VIRTUAL_TRIAL,,,,,14,33,,Rainfed,2015,,,"2,3",,"0,6447368421",,49,,42144,2015-05-21T02:00:00Z,86,,28,,2,2014-11-12T01:00:00Z,"8,5",
ww-023BLOCK8PLOT22,3033589,WW5,Wheat_Winter_TUR,48147,https://doi.org/10.15454/TYO8PP,MV-TOBORZO,VIRTUAL_TRIAL,,,,,10,32,,Irrigated,2015,"4,6",,"2,3",,"0,6338983051",,"48,1958762887",,186,2015-05-17T02:00:00Z,"72,5",,"25,5",,1,,"11,4",
ww-032BLOCK8PLOT40,3032991,WW5,Wheat_Winter_TUR,48133,https://doi.org/10.15454/1NIQY2,CONQUEROR,VIRTUAL_TRIAL,,,,,14,34,,Rainfed,2015,,,1,,"0,5816023739",,"25,4545454545",,42154,2015-05-31T02:00:00Z,39,,32,,2,2014-11-12T01:00:00Z,"8,1",
ww-032BLOCK4PLOT59,3033654,WW5,Wheat_Winter_TUR,48133,https://doi.org/10.15454/1NIQY2,CONQUEROR,VIRTUAL_TRIAL,,,,,5,37,,Irrigated,2015,,,,,"0,6654252017",,"28,8948787062",,197,2015-05-28T02:00:00Z,"61,5",,"18,5",,1,,"10,6",
ww-033BLOCK7PLOT8,3032795,WW5,Wheat_Winter_TUR,26404,https://doi.org/10.15454/AALVQT,CORDIALE,VIRTUAL_TRIAL,,,,,14,20,,Rainfed,2015,,,1,,"0,8001611604",,"37,4716981132",,42150,2015-05-28T02:00:00Z,67,,28,,2,2014-11-12T01:00:00Z,"8,2",
ww-033BLOCK3PLOT27,3033458,WW5,Wheat_Winter_TUR,26404,https://doi.org/10.15454/AALVQT,CORDIALE,VIRTUAL_TRIAL,,,,,5,23,,Irrigated,2015,,,,,"0,7151015228",,"31,6573033708",,196,2015-05-27T02:00:00Z,"59,5",,"16,5",,2,,"9,9",
ww-038BLOCK5PLOT52,3032623,WW5,Wheat_Winter_TUR,48116,https://doi.org/10.15454/BPYB6B,AKRATOS,VIRTUAL_TRIAL,,,,,10,8,,Rainfed,2015,,,,,"0,7740890688",,"47,0935960591",,42155,2015-05-31T02:00:00Z,"99,5",,28,,3,2014-11-12T01:00:00Z,"9,5",
ww-038BLOCK6PLOT43,3033366,WW5,Wheat_Winter_TUR,48116,https://doi.org/10.15454/BPYB6B,AKRATOS,VIRTUAL_TRIAL,,,,,11,16,,Irrigated,2015,,,,,"0,7727272727",,"48,1666666667",,193,2015-05-24T02:00:00Z,"94,5",,25,,2,,"11,6",
ww-039BLOCK2PLOT40,3032726,WW5,Wheat_Winter_TUR,48122,https://doi.org/10.15454/02KFIV,AKTEUR,VIRTUAL_TRIAL,,,,,1,16,,Rainfed,2015,"0,5",,1,,"0,7441457069",,"36,5106382979",,42156,2015-06-03T02:00:00Z,"87,5",,20,,2,2014-11-12T01:00:00Z,"9,4",
ww-039BLOCK5PLOT47,3033241,WW5,Wheat_Winter_TUR,48122,https://doi.org/10.15454/02KFIV,AKTEUR,VIRTUAL_TRIAL,,,,,12,7,,Irrigated,2015,,,"1,2",,"0,7669230769",,"30,3039513678",,196,2015-05-27T02:00:00Z,68,,31,,2,,"9,2",
ww-044BLOCK8PLOT8,3032931,WW5,Wheat_Winter_TUR,27853,https://doi.org/10.15454/T5GZNC,KALAHARI,VIRTUAL_TRIAL,,,,,10,30,,Rainfed,2015,"0,6",,"1,2",,"0,3882352941",,"47,1428571429",,42153,2015-05-30T02:00:00Z,95,,29,,2,2014-11-12T01:00:00Z,9,
ww-044BLOCK2PLOT62,3033400,WW5,Wheat_Winter_TUR,27853,https://doi.org/10.15454/T5GZNC,KALAHARI,VIRTUAL_TRIAL,,,,,3,19,,Irrigated,2015,,,,,"0,7894221352",,"45,7954545455",,197,2015-05-28T02:00:00Z,"79,5",,20,,1,,"10,7",
ww-045BLOCK1PLOT62,3032633,WW5,Wheat_Winter_TUR,27863,https://doi.org/10.15454/W1W3UH,ORCAS,VIRTUAL_TRIAL,,,,,6,9,,Rainfed,2015,"0,5",,1,,"0,7553699284",,"43,3561643836",,42158,2015-06-03T02:00:00Z,82,,21,,1,2014-11-12T01:00:00Z,"9,1",
ww-045BLOCK7PLOT38,3033490,WW5,Wheat_Winter_TUR,27863,https://doi.org/10.15454/W1W3UH,ORCAS,VIRTUAL_TRIAL,,,,,9,25,,Irrigated,2015,,,,,"0,7628434886",,"37,1220930233",,195,2015-05-26T02:00:00Z,71,,23,,1,,"11,1",
