observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,AwnLength(WIPO:0000273),AwnLength(WIPO:0000273).date,ColdTolerance(CO_321:1000271),ColdTolerance(CO_321:1000271).date,FruitingEfficiency(WIPO:0000277),FruitingEfficiency(WIPO:0000277).date,GrainWeight(CO_321:1000177),GrainWeight(CO_321:1000177).date,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date,PlotGrainWeight(CO_321:1000073),PlotGrainWeight(CO_321:1000073).date,SpikeLength(CO_321:1000079),SpikeLength(CO_321:1000079).date
ww-015Block1Plot55,3032014,WW3,Wheat_Winter_MTA,48145,https://doi.org/10.15454/JQN8P6,KW 11116-09,VIRTUAL_TRIAL,,,,,5,6,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7237354086",,"36,3992172211",,216,2015-05-24T02:00:00Z,89,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,690,2015-07-17T02:00:00Z,"11,9",
ww-018Block3Plot61,3032008,WW3,Wheat_Winter_MTA,48127,https://doi.org/10.15454/PYAODO,KWS CHAMSIN,VIRTUAL_TRIAL,,,,,4,20,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7403846154",,"38,7583892617",,209,2015-05-17T02:00:00Z,90,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,520,2015-07-17T02:00:00Z,"10,9",
ww-018Block9Plot60,3032476,WW3,Wheat_Winter_MTA,48127,https://doi.org/10.15454/PYAODO,KWS CHAMSIN,VIRTUAL_TRIAL,,,,,28,19,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7777777778",,"40,8333333333",,209,2015-05-17T02:00:00Z,96,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,962,2015-07-17T02:00:00Z,"11,2",
ww-019Block6Plot63,3032249,WW3,Wheat_Winter_MTA,27875,https://doi.org/10.15454/6LY6NQ,BOLOGNA,VIRTUAL_TRIAL,,,,,17,7,,2015,"4,3",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,9598214286",,"41,910331384",,207,2015-05-15T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,280,2015-07-17T02:00:00Z,"8,6",
ww-016Block1Plot40,3032112,WW3,Wheat_Winter_MTA,48154,https://doi.org/10.15454/MQOAYS,TAIFUN,VIRTUAL_TRIAL,,,,,10,4,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7432950192",,"37,890625",,208,2015-05-16T02:00:00Z,96,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,748,2015-07-17T02:00:00Z,"10,1",
ww-021Block8Plot41,3032371,WW3,Wheat_Winter_MTA,48146,https://doi.org/10.15454/2JXR9C,TIEPOLO,VIRTUAL_TRIAL,,,,,23,11,,2015,"5,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7543859649",,"40,0932400932",,207,2015-05-15T02:00:00Z,66,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,414,2015-07-17T02:00:00Z,"9,3",
ww-023Block8Plot6,3032425,WW3,Wheat_Winter_MTA,48147,https://doi.org/10.15454/TYO8PP,MV-TOBORZO,VIRTUAL_TRIAL,,,,,26,7,,2015,"5,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"32,5",,205,2015-05-13T02:00:00Z,79,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,582,2015-07-17T02:00:00Z,10,
ww-032Block2Plot18,3031997,WW3,Wheat_Winter_MTA,48133,https://doi.org/10.15454/1NIQY2,CONQUEROR,VIRTUAL_TRIAL,,,,,4,9,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5226337449",,"29,3981481481",,220,2015-05-28T02:00:00Z,73,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,290,2015-07-17T02:00:00Z,"10,1",
ww-033Block7Plot9,3032458,WW3,Wheat_Winter_MTA,26404,https://doi.org/10.15454/AALVQT,CORDIALE,VIRTUAL_TRIAL,,,,,28,1,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5246478873",,"26,0034904014",,216,2015-05-24T02:00:00Z,62,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,164,2015-07-17T02:00:00Z,10,
ww-038Block6Plot60,3032192,WW3,Wheat_Winter_MTA,48116,https://doi.org/10.15454/BPYB6B,AKRATOS,VIRTUAL_TRIAL,,,,,14,7,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5067024129",,"22,6076555024",,216,2015-05-24T02:00:00Z,93,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,788,2015-07-17T02:00:00Z,"12,3",
ww-039Block3Plot38,3032124,WW3,Wheat_Winter_MTA,48122,https://doi.org/10.15454/02KFIV,AKTEUR,VIRTUAL_TRIAL,,,,,10,17,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7232472325",,"37,7649325626",,226,2015-06-03T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,428,2015-07-17T02:00:00Z,"10,4",
ww-044Block4Plot4,3032198,WW3,Wheat_Winter_MTA,27853,https://doi.org/10.15454/T5GZNC,KALAHARI,VIRTUAL_TRIAL,,,,,14,14,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7388535032",,"35,1515151515",,218,2015-05-26T02:00:00Z,91,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,634,2015-07-17T02:00:00Z,"10,7",
ww-045Block7Plot62,3032463,WW3,Wheat_Winter_MTA,27863,https://doi.org/10.15454/W1W3UH,ORCAS,VIRTUAL_TRIAL,,,,,28,6,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6223776224",,"31,8425760286",,218,2015-05-26T02:00:00Z,79,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,442,2015-07-17T02:00:00Z,12,
ww-046Block2Plot50,3032040,WW3,Wheat_Winter_MTA,27865,https://doi.org/10.15454/2C3NNE,PHARE,VIRTUAL_TRIAL,,,,,6,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7260273973",,"29,2817679558",,218,2015-05-26T02:00:00Z,73,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,686,2015-07-17T02:00:00Z,"10,5",
ww-046Block9Plot7,3032412,WW3,Wheat_Winter_MTA,27865,https://doi.org/10.15454/2C3NNE,PHARE,VIRTUAL_TRIAL,,,,,25,14,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,698630137",,"26,9841269841",,216,2015-05-24T02:00:00Z,73,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,600,2015-07-17T02:00:00Z,"9,9",
ww-048Block4Plot43,3032300,WW3,Wheat_Winter_MTA,26920,https://doi.org/10.15454/XISJPF,ALCHEMY,VIRTUAL_TRIAL,,,,,19,18,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6394052045",,"32,8871892925",,221,2015-05-29T02:00:00Z,75,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,364,2015-07-17T02:00:00Z,"11,5",
ww-055Block2Plot46,3031960,WW3,Wheat_Winter_MTA,26063,https://doi.org/10.15454/YA89LO,XI19,VIRTUAL_TRIAL,,,,,2,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7206266319",,"42,1374045802",,218,2015-05-26T02:00:00Z,77,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,580,2015-07-17T02:00:00Z,"12,6",
ww-063Block5Plot22,3032157,WW3,Wheat_Winter_MTA,48124,https://doi.org/10.15454/F3SYW3,METEOR,VIRTUAL_TRIAL,,,,,12,10,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7058823529",,"44,2804428044",,220,2015-05-28T02:00:00Z,77,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,234,2015-07-17T02:00:00Z,"13,7",
ww-067Block6Plot59,3032174,WW3,Wheat_Winter_MTA,48156,https://doi.org/10.15454/4QZNMI,SIBILLA,VIRTUAL_TRIAL,,,,,13,7,,2015,"3,8",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6820083682",,"39,5631067961",,206,2015-05-14T02:00:00Z,65,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,348,2015-07-17T02:00:00Z,"9,5",
ww-031Block7Plot30,3032440,WW3,Wheat_Winter_MTA,48149,https://doi.org/10.15454/TXGOA0,KWS CROFT,VIRTUAL_TRIAL,,,,,27,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6571428571",,"35,7850070721",,221,2015-05-29T02:00:00Z,69,2015-06-12T02:00:00Z,1,2014-12-01T01:00:00Z,256,2015-07-17T02:00:00Z,12,
ww-035Block2Plot7,3031976,WW3,Wheat_Winter_MTA,48150,https://doi.org/10.15454/ISVLFB,GRANARY,VIRTUAL_TRIAL,,,,,3,8,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7860262009",,"38,1355932203",,213,2015-05-21T02:00:00Z,96,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,710,2015-07-17T02:00:00Z,"9,5",
ww-036Block4Plot38,3032202,WW3,Wheat_Winter_MTA,48151,https://doi.org/10.15454/BHGG23,ACTROS,VIRTUAL_TRIAL,,,,,14,18,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7381974249",,"34,6774193548",,220,2015-05-28T02:00:00Z,84,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,400,2015-07-17T02:00:00Z,"9,8",
ww-042Block3Plot31,3031985,WW3,Wheat_Winter_MTA,48152,https://doi.org/10.15454/3NXS2Z,GLOBAL,VIRTUAL_TRIAL,,,,,3,17,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7257617729",,"40,1840490798",,218,2015-05-26T02:00:00Z,84,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,420,2015-07-17T02:00:00Z,"11,5",
ww-069Block2Plot3,3032095,WW3,Wheat_Winter_MTA,48157,https://doi.org/10.15454/HVB5KH,SPADA,VIRTUAL_TRIAL,,,,,9,7,,2015,"4,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6703296703",,"32,5333333333",,204,2015-05-12T02:00:00Z,63,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,412,2015-07-17T02:00:00Z,"8,4",
ww-069Block9Plot63,3032341,WW3,Wheat_Winter_MTA,48157,https://doi.org/10.15454/HVB5KH,SPADA,VIRTUAL_TRIAL,,,,,21,20,,2015,3,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7853403141",,"48,0769230769",,204,2015-05-12T02:00:00Z,58,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,488,2015-07-17T02:00:00Z,"8,4",
ww-070Block9Plot9,3032451,WW3,Wheat_Winter_MTA,48158,https://doi.org/10.15454/QFW1ND,AGADIR,VIRTUAL_TRIAL,,,,,27,14,,2015,"1,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6666666667",,"36,2549800797",,207,2015-05-15T02:00:00Z,79,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,738,2015-07-17T02:00:00Z,"9,1",
ww-070Block8Plot8,3032464,WW3,Wheat_Winter_MTA,48158,https://doi.org/10.15454/QFW1ND,AGADIR,VIRTUAL_TRIAL,,,,,28,7,,2015,"2,9",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6186440678",,"32,4444444444",,209,2015-05-17T02:00:00Z,83,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,552,2015-07-17T02:00:00Z,9,
ww-071Block6Plot53,3032248,WW3,Wheat_Winter_MTA,48159,https://doi.org/10.15454/OEMPKK,ARTICO,VIRTUAL_TRIAL,,,,,17,6,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7894736842",,"42,5963488844",,206,2015-05-14T02:00:00Z,74,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,430,2015-07-17T02:00:00Z,"8,4",
ww-073Block3Plot28,3032123,WW3,Wheat_Winter_MTA,48160,https://doi.org/10.15454/JWFRBY,SAN PASTORE TYPE 2,VIRTUAL_TRIAL,,,,,10,16,,2015,"4,9",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,761589404",,"29,1878172589",,209,2015-05-17T02:00:00Z,53,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,322,2015-07-17T02:00:00Z,"7,7",
ww-073Block9Plot56,3032398,WW3,Wheat_Winter_MTA,48160,https://doi.org/10.15454/JWFRBY,SAN PASTORE TYPE 2,VIRTUAL_TRIAL,,,,,24,19,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6012269939",,"22,7906976744",,204,2015-05-12T02:00:00Z,52,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,388,2015-07-17T02:00:00Z,"8,3",
ww-076Block8Plot26,3032466,WW3,Wheat_Winter_MTA,48161,https://doi.org/10.15454/5GIUKS,TRI 8439,VIRTUAL_TRIAL,,,,,28,9,,2015,"3,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,"15,1111111111",,202,2015-05-10T02:00:00Z,71,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,80,2015-07-17T02:00:00Z,6,
ww-081Block7Plot32,3032480,WW3,Wheat_Winter_MTA,48163,https://doi.org/10.15454/FX7RAV,CHINESISCHER WEIZEN,VIRTUAL_TRIAL,,,,,29,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,624137931",,"42,1911421911",,225,2015-06-02T02:00:00Z,146,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,470,2015-07-17T02:00:00Z,13,
ww-083Block7Plot14,3032343,WW3,Wheat_Winter_MTA,48164,https://doi.org/10.15454/LG8EDC,SHIRASAY IBARAGI 2,VIRTUAL_TRIAL,,,,,22,2,,2015,3,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,200,2015-05-08T02:00:00Z,51,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,294,2015-07-17T02:00:00Z,,
ww-084Block3Plot65,3032088,WW3,Wheat_Winter_MTA,48165,https://doi.org/10.15454/9KV8MX,BEJ SZI 3,VIRTUAL_TRIAL,,,,,8,20,,2015,"4,7",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7422360248",,"50,1048218029",,210,2015-05-18T02:00:00Z,129,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,506,2015-07-17T02:00:00Z,"14,2",
ww-085Block3Plot26,3032084,WW3,Wheat_Winter_MTA,48166,https://doi.org/10.15454/HDNS6D,EGYPTIAN,VIRTUAL_TRIAL,,,,,8,16,,2015,"4,5",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5925925926",,"20,9150326797",,216,2015-05-24T02:00:00Z,116,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,564,2015-07-17T02:00:00Z,"13,5",
ww-086Block6Plot29,3032151,WW3,Wheat_Winter_MTA,48167,https://doi.org/10.15454/MVZITK,DAWSON GOLDEN,VIRTUAL_TRIAL,,,,,12,4,,2015,"8,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,9140271493",,"65,3721682848",,211,2015-05-19T02:00:00Z,124,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,558,2015-07-17T02:00:00Z,"11,7",
ww-086Block9Plot26,3032395,WW3,Wheat_Winter_MTA,48167,https://doi.org/10.15454/MVZITK,DAWSON GOLDEN,VIRTUAL_TRIAL,,,,,24,16,,2015,"6,5",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,5979899497",,"37,4213836478",,211,2015-05-19T02:00:00Z,131,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,734,2015-07-17T02:00:00Z,"15,7",
ww-087Block1Plot64,3031995,WW3,Wheat_Winter_MTA,48168,https://doi.org/10.15454/QPYJ7W,KARCAGI 1042,VIRTUAL_TRIAL,,,,,4,7,,2015,"6,2",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,,,,,209,2015-05-17T02:00:00Z,131,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,578,2015-07-17T02:00:00Z,,
ww-088Block6Plot18,3032284,WW3,Wheat_Winter_MTA,48169,https://doi.org/10.15454/MTQ3O5,MINDENES,VIRTUAL_TRIAL,,,,,19,2,,2015,"6,4",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6483050847",,"49,8371335505",,209,2015-05-17T02:00:00Z,125,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,716,2015-07-17T02:00:00Z,"9,4",
ww-115Block2Plot35,3031939,WW3,Wheat_Winter_MTA,48335,https://doi.org/10.15454/KGOCQA,SHIREFFS DICKKOPF,VIRTUAL_TRIAL,,,,,1,11,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7087378641",,"41,6349809886",,229,2015-06-06T02:00:00Z,116,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,422,2015-07-17T02:00:00Z,"8,5",
ww-117Block2Plot51,3032060,WW3,Wheat_Winter_MTA,48185,https://doi.org/10.15454/G4VX5H,HERCUTER WHITE,VIRTUAL_TRIAL,,,,,7,12,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7174887892",,"42,4403183024",,228,2015-06-05T02:00:00Z,135,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,514,2015-07-17T02:00:00Z,"12,6",
ww-118Block3Plot43,3032026,WW3,Wheat_Winter_MTA,48186,https://doi.org/10.15454/XSZO7X,WIETFELDS FLETTMARER LAND HEIDEFURST,VIRTUAL_TRIAL,,,,,5,18,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7138157895",,"41,9729206963",,227,2015-06-04T02:00:00Z,146,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,404,2015-07-17T02:00:00Z,"13,1",
ww-119Block8Plot48,3032507,WW3,Wheat_Winter_MTA,48187,https://doi.org/10.15454/FB3VKC,KLIMATINSKAJA,VIRTUAL_TRIAL,,,,,30,11,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,5594405594",,"30,4761904762",,227,2015-06-04T02:00:00Z,146,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,400,2015-07-17T02:00:00Z,"13,6",
ww-120Block4Plot65,3032302,WW3,Wheat_Winter_MTA,48188,https://doi.org/10.15454/GY3O5D,LANDWEIZEN AUS VOEHMA II,VIRTUAL_TRIAL,,,,,19,20,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7509881423",,"37,773359841",,229,2015-06-06T02:00:00Z,139,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,348,2015-07-17T02:00:00Z,"14,5",
ww-163Block6Plot27,3032285,WW3,Wheat_Winter_MTA,48120,https://doi.org/10.15454/CGSJRB,FRUMENT,VIRTUAL_TRIAL,,,,,19,3,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7117437722",,"34,6620450607",,220,2015-05-28T02:00:00Z,76,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,152,2015-07-17T02:00:00Z,"9,7",
ww-116Block3Plot39,3031946,WW3,Wheat_Winter_MTA,48189,https://doi.org/10.15454/PF9ODA,LANDWEIZEN AUS HEIMTAL,VIRTUAL_TRIAL,,,,,1,18,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7298387097",,"37,7870563674",,226,2015-06-03T02:00:00Z,128,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,366,2015-07-17T02:00:00Z,"14,7",
ww-121Block2Plot20,3032037,WW3,Wheat_Winter_MTA,48189,https://doi.org/10.15454/PF9ODA,LANDWEIZEN AUS HEIMTAL,VIRTUAL_TRIAL,,,,,6,9,,2015,0,2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,7134831461",,"31,8295739348",,230,2015-06-07T02:00:00Z,132,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,358,2015-07-17T02:00:00Z,"13,2",
ww-122Block8Plot42,3032390,WW3,Wheat_Winter_MTA,48190,https://doi.org/10.15454/5KJHIO,HAIDENBURGER LANDWEIZEN,VIRTUAL_TRIAL,,,,,24,11,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6996197719",,"42,3963133641",,228,2015-06-05T02:00:00Z,134,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,338,2015-07-17T02:00:00Z,"16,4",
ww-123Block2Plot30,3032038,WW3,Wheat_Winter_MTA,48191,https://doi.org/10.15454/MVRK2V,KURSAS,VIRTUAL_TRIAL,,,,,6,10,,2015,0,2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6847457627",,"42,7061310782",,226,2015-06-03T02:00:00Z,140,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,290,2015-07-17T02:00:00Z,"14,4",
ww-131Block9Plot31,3032492,WW3,Wheat_Winter_MTA,48198,https://doi.org/10.15454/V4Z5NS,VILLA GLORI,VIRTUAL_TRIAL,,,,,29,16,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7064220183",,"29,3333333333",,205,2015-05-13T02:00:00Z,76,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,360,2015-07-17T02:00:00Z,"7,2",
ww-131Block8Plot28,3032505,WW3,Wheat_Winter_MTA,48198,https://doi.org/10.15454/V4Z5NS,VILLA GLORI,VIRTUAL_TRIAL,,,,,30,9,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,6108597285",,"30,4054054054",,205,2015-05-13T02:00:00Z,79,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,278,2015-07-17T02:00:00Z,7,
ww-165Block7Plot58,3032385,WW3,Wheat_Winter_MTA,48121,https://doi.org/10.15454/C04JJF,HEREFORD,VIRTUAL_TRIAL,,,,,24,6,,2015,0,2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,7718631179",,"35,7394366197",,221,2015-05-29T02:00:00Z,81,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,238,2015-07-17T02:00:00Z,"10,8",
ww-167Block2Plot1,3032055,WW3,Wheat_Winter_MTA,26119,https://doi.org/10.15454/ZGJO8K,EPHOROS,VIRTUAL_TRIAL,,,,,7,7,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7376425856",,"39,3509127789",,216,2015-05-24T02:00:00Z,100,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,654,2015-07-17T02:00:00Z,"11,8",
ww-043Block4Plot14,3032317,WW3,Wheat_Winter_MTA,48119,https://doi.org/10.15454/PQKQCN,INSPIRATION,VIRTUAL_TRIAL,,,,,20,15,,2015,0,2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7368421053",,"32,0261437908",,220,2015-05-28T02:00:00Z,82,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,502,2015-07-17T02:00:00Z,"8,6",
ww-169Block2Plot9,3032016,WW3,Wheat_Winter_MTA,48119,https://doi.org/10.15454/PQKQCN,INSPIRATION,VIRTUAL_TRIAL,,,,,5,8,,2015,0,2015-06-15T02:00:00Z,2,2015-03-10T01:00:00Z,"0,6978723404",,"33,9544513458",,222,2015-05-30T02:00:00Z,89,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,742,2015-07-17T02:00:00Z,"10,6",
ww-172Block7Plot38,3032383,WW3,Wheat_Winter_MTA,48214,https://doi.org/10.15454/B1ZTL1,YUVAL,VIRTUAL_TRIAL,,,,,24,4,,2015,"4,9",2015-06-15T02:00:00Z,3,2015-03-10T01:00:00Z,"0,7625570776",,50,,198,2015-05-06T02:00:00Z,58,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,132,2015-07-17T02:00:00Z,"9,8",
ww-173Block3Plot9,3031943,WW3,Wheat_Winter_MTA,48215,https://doi.org/10.15454/ETAVHS,ZAHIR,VIRTUAL_TRIAL,,,,,1,15,,2015,"3,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7704918033",,"50,8658008658",,203,2015-05-11T02:00:00Z,68,2015-06-12T02:00:00Z,2,2014-12-01T01:00:00Z,226,2015-07-17T02:00:00Z,"9,6",
ww-174Block7Plot36,3032345,WW3,Wheat_Winter_MTA,48216,https://doi.org/10.15454/A0BZHH,BAR NIR,VIRTUAL_TRIAL,,,,,22,4,,2015,"4,4",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,7909407666",,"50,7829977629",,201,2015-05-09T02:00:00Z,60,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,520,2015-07-17T02:00:00Z,"13,8",
ww-175Block3Plot14,3032043,WW3,Wheat_Winter_MTA,48217,https://doi.org/10.15454/LCEYT4,GEDERA,VIRTUAL_TRIAL,,,,,6,15,,2015,"2,4",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6846846847",,"43,8040345821",,203,2015-05-11T02:00:00Z,66,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,370,2015-07-17T02:00:00Z,"7,7",
ww-176Block7Plot48,3032384,WW3,Wheat_Winter_MTA,48218,https://doi.org/10.15454/PDSCRK,RUTA,VIRTUAL_TRIAL,,,,,24,5,,2015,"5,1",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7689969605",,"41,339869281",,208,2015-05-16T02:00:00Z,65,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,370,2015-07-17T02:00:00Z,"8,7",
ww-176Block9Plot11,3032490,WW3,Wheat_Winter_MTA,48218,https://doi.org/10.15454/PDSCRK,RUTA,VIRTUAL_TRIAL,,,,,29,14,,2015,"4,2",2015-06-15T02:00:00Z,1,2015-03-10T01:00:00Z,"0,6635802469",,"39,2335766423",,205,2015-05-13T02:00:00Z,81,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,662,2015-07-17T02:00:00Z,9,
ww-177Block5Plot8,3032270,WW3,Wheat_Winter_MTA,48219,https://doi.org/10.15454/W4IJND,GALIL,VIRTUAL_TRIAL,,,,,18,8,,2015,"2,6",2015-06-15T02:00:00Z,0,2015-03-10T01:00:00Z,"0,7065637066",,"46,2121212121",,206,2015-05-14T02:00:00Z,72,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,380,2015-07-17T02:00:00Z,"9,1",
ww-181Block4Plot62,3032243,WW3,Wheat_Winter_MTA,48301,https://doi.org/10.15454/7PVB8B,LxG #105,VIRTUAL_TRIAL,,,,,16,20,,2015,"10,2",2015-06-15T02:00:00Z,3,2015-03-10T01:00:00Z,,,,,201,2015-05-09T02:00:00Z,65,2015-06-12T02:00:00Z,3,2014-12-01T01:00:00Z,71,2015-07-17T02:00:00Z,,
