id,name,class,description,formula,reference
0000309,HesFlyDmg Estimation,EstimationMethod,Standard method for hessian fly damage.,,"Duveiller et al., 2012"
0500187,HesFlyDmg BiotypeL Estimation,EstimationMethod,Plant response to hessian fly biotype L,,
0500188,HesFlyDmg BiotypeO Estimation,EstimationMethod,Plant response to hessian fly biotype O,,
0500189,InfertSpkN Estimation,EstimationMethod,Estimation of the number of infertile spikelets per spike.,,
0500191,Lactic Acid SRC Rating Estimation,EstimationMethod,"Lactic acid solvent retention capacity (SRC) rated as the standard deviations from the mean lactic acid SRC of check varieties. Questionable= -1, above average= 1.",,
0500190,Lactic Acid  SRC Score Estimation,EstimationMethod,"Measure of gluten strength. Typical values are below 85% for weak soft varieties, and above 105% or 110% for strong soft varieties.",,
0500192,Lodg Z50 Estimation,EstimationMethod,,,
0500193,Lodg Z55 Estimation,EstimationMethod,,,
0500194,Mat DS87 canopy Estimation,EstimationMethod,Julian calendar date of canopy maturity i.e. when 50% of the green canopy completely loses color.,,
0500195,Mat DS87 spike Estimation,EstimationMethod,Julian calendar date of spike maturity i.e. when 50% of the spikes completely lose color.,,
0500196,Milling Quality Rating Estimation,EstimationMethod,"Flour yield of a genotype relative to the standard variety used for that nursery. A= 1, B= 2, C= 3, D= 4, E= 5, F= 6.",,
0500197,Milling Quality Score Estimation,EstimationMethod,Flour yield adjusted by comparison to a check variety.,,
0500198,MSE Rating Estimation,EstimationMethod,"Softness equivalent is a flour particle size test that is correlated to break flour yields. Softness equivalent rating of a genotype relative to the standard variety used for that nursery. A= 1, B= 2, C= 3, D= 4, E= 5, F= 6.",,
0500199,MSE Score Estimation,EstimationMethod,Softness equivalent is a flour particle size test that is correlated to break flour yields," score calculated as (grain weight - bran weight) - mids / (grain weight - bran weight). Smaller amounts of mids means smaller particle size, greater break flour, greater SE. Adjusted to 15% moisture.",
0500200,MTW Measurement,MeasurementMethod,The fixed Column weight of the VSK sample that fits in a 15.7 mL copper vessel measuring 20 mm in diameter and 50 mm in height,,
0500201,Nivalenol Measurement,MeasurementMethod,Measure of the level of the compound Nivalenol.,,
0000274,PedGlau Estimation,EstimationMethod,Standard method for peduncle glaucousness.,,
0500209,Rust Incidence Estimation,EstimationMethod,Estimation of stem rust incidence,,
0500212,Rust Infection Type BCCBC Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) race BCCBC during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500213,Rust Infection Type Field Bulk Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) a bulk of stem rust races from the field during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500214,Rust Infection Type JRCQC Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) race JRCQC during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500215,Rust Infection Type TRTTF Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) race TRTTF during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500216,Rust Infection Type TTKSK Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) race TTKSK during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500217,Rust Infection Type TTTTF Estimation,EstimationMethod,"A qualitative analysis of the type of disease symptoms exhibited by seedlings inoculated with stem rust (Puccinia graminis f. sp. tritici) race TTTTF during greenhouse trials. The original ratings, made using the scale from Stakman et al. (1962), were converted to a 0-9 linear disease scale for analysis: 0, 1-, 1, 1+, 2-, 2 2+, 3-, 3, 3+ were coded as 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, respectively (Zhang et al, 2014).",,"Zhang et al, 2014"
0500210,Rust Infection Response Estimation - Final,EstimationMethod,"A qualitative anaylsis of the type of stem rust (Puccinia graminis f. sp. Tritici) symptoms that are exhibited. Infection responses are limited to: Resistant (R): small uredinia surrounded by chlorosis or necrosis ; Moderately resistant (MR): medium sized uredinia surrounded by chlorosis or necrosis ; Moderately susceptible (MS): medium-large compatible uredinia without chlorosis and necrosis ; Susceptible (S): large, compatible uredinia without chlorosis and necrosis. The following numerical scale has been used to quantify conventional notations of infection response: R= 0.2, MR= 0.4, MS= 0.8, S= 1.0 (Yu et al. 2011). Stem rust infection response is typically recorded in conjunction with stem rust severity.",,
0000693,Rust severity Estimation,EstimationMethod,"Severity of rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.",,"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995"
0500202,PlntStnd Estimation,EstimationMethod,Estimation of the number of living plants.,,
0500203,PPO Activity Estimation,EstimationMethod,Measures oxidation of an L-DOPA substrate to a red-colored product as an indirect measure of PPO activity,,
0000706,PrecoResp Estimation,EstimationMethod,Standard method for leaf rust response.,,"Roelfs et al., 1992"
0000706,PrecoResp Estimation,EstimationMethod,Standard method for leaf rust response.,,"Roelfs et al., 1992"
0500204,PrecoResp Seedling CA1.2 Estimation,EstimationMethod,Leaf rust seedling response to CA1.2,,
0500205,PrecoResp Seedling Estimation,EstimationMethod,Leaf rust seedling response,,
0500206,PrecoResp Seedling Field Mix Estimation,EstimationMethod,Leaf rust seedling response to Field Mix,,
0500207,PrecoResp Seedling Race 1 Estimation,EstimationMethod,Leaf rust seedling response to Race 1,,
0500223,SBMV Infection Coefficient,ComputationMethod,Calculation of soil borne mosaic coefficient of infection,,
0000359,SBMVInc Estimation,EstimationMethod,Standard method for soil borne mosaic virus incidence.,,
0500224,SBMV Response Estimation,EstimationMethod,Estimation of plant response to wheat soil-borne mosaic virus,,
0500225,SE Rating Estimation,EstimationMethod,"Rated as the standard deviations from the mean softness equivalent of check varieties. Questionable= -1, above average= 1.",,
0500226,SE Score Estimation,EstimationMethod,"Score calculated as (grain weight - bran weight) - mids / (grain weight - bran weight). Smaller amounts of mids means smaller particle size, greater break flour, greater SE. Not adjusted to standard moisture.",,
0000278,Shattering Estimation,EstimationMethod,Standard method for spike shattering.,,
0500229,SnodoResp Estimation,EstimationMethod,Rating of Septoria nodorum blotch plant response.,,
0000991,SnodoSev Estimation,EstimationMethod,Standard method for Septoria nodorum blotch severity.,,
0500230,SnodoSev Spike Estimation,EstimationMethod,Rating of Septoria nodorum blotch severity of symptoms on spikes,,
0500231,SpkCol Estimation,EstimationMethod,Visual rating of spike color during grain filling,,
0500232,SpkDW Measurement,MeasurementMethod,Spike weight (grain + glumes/rachis/awns) in g dwt m-1 row from plants cut at physiological maturity (DS87).,,
0500233,SpkGlau Estimation,EstimationMethod,Estimation of spike glaucousness,,
0500234,SpkGlau Presence Measurement,MeasurementMethod,Spike glaucousness scored as absence/presence (0/1),,
0500235,Sucrose SRC Rating Estimation,EstimationMethod,"Rated as the standard deviations from the mean sucrose SRC of check varieties. Questionable= -1, above average= 1.",,
0500236,Sucrose SRC Score Estimation,EstimationMethod,Sugar snap cookie diameters decrease by 0.07 cm for each percentage point increase in sucrose SRC score.,,
0000284,StmDia Measurement,MeasurementMethod,Standard method for stem diameter.,,
0000283,StmSol Estimation,EstimationMethod,Standard method for stem solidness.,,
0500237,Vegetative Protein Measurement,MeasurementMethod,Protein concentration of vegetative biomass harvested at physiological maturity,,
0500238,Canopy Senescence Measurement - Average,MeasurementMethod,Percentage (%) of leaf area (canopy) that has lost green color during the process of physiological maturity - average of observations.,,
1020027,ABSN.Z92 - ABSN.Z65,ComputationMethod,,(ABSN.Z92 - ABSN.Z65),
1021083,undefined,EstimationMethod,Unavailable method description,,
1021082,undefined,EstimationMethod,Unavailable method description,,
1021081,undefined,EstimationMethod,Unavailable method description,,
1021080,undefined,EstimationMethod,Unavailable method description,,
1021079,undefined,EstimationMethod,Unavailable method description,,
1021078,undefined,EstimationMethod,Unavailable method description,,
1021077,undefined,EstimationMethod,Unavailable method description,,
1021076,undefined,EstimationMethod,Unavailable method description,,
1021075,undefined,EstimationMethod,Unavailable method description,,
1021074,undefined,EstimationMethod,Unavailable method description,,
1021073,undefined,EstimationMethod,Unavailable method description,,
1020018,Direct measure,MeasurementMethod,,,
1021072,undefined,EstimationMethod,Unavailable method description,,
1021071,undefined,EstimationMethod,Unavailable method description,,
1021070,undefined,EstimationMethod,Unavailable method description,,
1021069,undefined,EstimationMethod,Unavailable method description,,
1021068,undefined,EstimationMethod,Unavailable method description,,
1020018,Direct measure,MeasurementMethod,,,
1020018,Direct measure,MeasurementMethod,,,
1021067,undefined,EstimationMethod,Unavailable method description,,
1020005,Direct measure spike,MeasurementMethod,Arvalis methode: 50% spikes half emerged,,
1020005,Direct measure spike,MeasurementMethod,Arvalis methode: 50% spikes half emerged,,
1020005,Direct measure spike,MeasurementMethod,Arvalis methode: 50% spikes half emerged,,
1020006,Direct measure spikes stamen,MeasurementMethod,Arvalis methode: 50% spikes visible stamen,,
1020006,Direct measure spikes stamen,MeasurementMethod,Arvalis methode: 50% spikes visible stamen,,
1021066,undefined,EstimationMethod,Unavailable method description,,
1021065,undefined,EstimationMethod,Unavailable method description,,
1021064,undefined,EstimationMethod,Unavailable method description,,
1020033,Senescence computed from anthesis,ComputationMethod,(SEN-START + SEN-DUR),,
1021063,undefined,EstimationMethod,Unavailable method description,,
1021062,undefined,EstimationMethod,Unavailable method description,,
1021061,undefined,EstimationMethod,Unavailable method description,,
1020007,"Direct measure for 0,7 m2",MeasurementMethod,Arvalis method :  on 0.7 m_,,
1020008,Direct measure Dumas,MeasurementMethod,Arvalis method: Analyse Dumas / NIRS,,
1020009,manual harvest,MeasurementMethod,manual harvest,,
1021060,undefined,EstimationMethod,Unavailable method description,,
1020043,Infected spikes observed on 100 spikes,MeasurementMethod,,,
1021059,undefined,EstimationMethod,Unavailable method description,,
1020010,15 spikes direct measure,MeasurementMethod,Arvalis method: on 15 spikes ,,
1020008,Direct measure Dumas,MeasurementMethod,Arvalis method: Analyse Dumas / NIRS, (GY x GNC) / 100,
1020010,15 spikes direct measure,MeasurementMethod,Arvalis method: on 15 spikes ,,
1020012,Direct measure NIRS,MeasurementMethod,Arvalis method: NIRS measure on harvester ,,
1021058,undefined,EstimationMethod,Unavailable method description,,
1020010,15 spikes direct measure,MeasurementMethod,Arvalis method: on 15 spikes ,,
1021057,undefined,EstimationMethod,Unavailable method description,,
1020013,Direct measure harvest 0% humidity,MeasurementMethod,Arvalis method: Mechanised harvest 0% humidity,,
1020014,Direct measure harvest 15% humidity,MeasurementMethod,Arvalis method: Mechanised harvest 15% humidity,,
1021056,undefined,EstimationMethod,Unavailable method description,,
1021055,undefined,EstimationMethod,Unavailable method description,,
1021054,undefined,EstimationMethod,Unavailable method description,,
1021053,undefined,EstimationMethod,Unavailable method description,,
1020021,Wheather station measure,MeasurementMethod,Wheather station measure,,
1021052,undefined,EstimationMethod,Unavailable method description,,
1021051,undefined,EstimationMethod,Unavailable method description,,
1021050,undefined,EstimationMethod,Unavailable method description,,
1021049,undefined,EstimationMethod,Unavailable method description,,
1020018,Direct measure,MeasurementMethod,,,
1020018,Direct measure,MeasurementMethod,,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020016,Direct measure lodging,MeasurementMethod,Arvalis method: 1-10 scale based on  lodged surface percentage and lodge angle,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020018,Direct measure,MeasurementMethod,,,
1021048,undefined,EstimationMethod,Unavailable method description,,
1021047,undefined,EstimationMethod,Unavailable method description,,
1021046,undefined,EstimationMethod,Unavailable method description,,
1021045,undefined,EstimationMethod,Unavailable method description,,
1021044,undefined,EstimationMethod,Unavailable method description,,
1020018,Direct measure,MeasurementMethod,,,
1021043,undefined,EstimationMethod,Unavailable method description,,
1020018,Direct measure,MeasurementMethod,,calculated measure FDI=[(FLAGmean+1)/10]*[(FLAG-1mean+1)/10]*100,
1020018,Direct measure,MeasurementMethod,,,
1020018,Direct measure,MeasurementMethod,,,
1020041, Seedling Disease Index measurement,MeasurementMethod,,ST-SDI=[(201-(2*%GREEN)+(1*%NECROSIS)+(3*%PYCNIDIA))/60]-[1/60],
1021042,undefined,EstimationMethod,Unavailable method description,,
1021041,undefined,EstimationMethod,Unavailable method description,,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020045,NIRS computation,ComputationMethod, (NIRrefc-REDrefc)/(NIRrefc+REDrefc),,
1020026,top 5% of ABSN of the trial,MeasurementMethod,,,Cormier et al 2014
1021040,undefined,EstimationMethod,Unavailable method description,,
1021039,undefined,EstimationMethod,Unavailable method description,,
1021038,undefined,EstimationMethod,Unavailable method description,,
1021037,undefined,EstimationMethod,Unavailable method description,,
1020026,top 5% of ABSN of the trial,MeasurementMethod,,,
1021036,undefined,EstimationMethod,Unavailable method description,,
1021035,undefined,EstimationMethod,Unavailable method description,,
1021034,undefined,EstimationMethod,Unavailable method description,,
1021033,undefined,EstimationMethod,Unavailable method description,,
1021032,undefined,EstimationMethod,Unavailable method description,,
1021031,undefined,EstimationMethod,Unavailable method description,,
1021030,undefined,EstimationMethod,Unavailable method description,,
1020040,Measure with Marvin or OptoMachine,EstimationMethod,Estimated with the Marvin or OptoMachine,,
1021029,undefined,EstimationMethod,Unavailable method description,,
1020040,Measure with Marvin or OptoMachine,EstimationMethod,Estimated with the Marvin or OptoMachine,,
1020040,Measure with Marvin or OptoMachine,EstimationMethod,Estimated with the Marvin or OptoMachine,,
1020030,Direct measure with measuring rod,MeasurementMethod,Arvalis method : 5 measures with measuring rod,,
1021028,undefined,EstimationMethod,Unavailable method description,,
1020007,"Direct measure for 0,7 m2",MeasurementMethod,Arvalis method :  on 0.7 m_,,
1021027,undefined,EstimationMethod,Unavailable method description,,
1020044,Infected/Non infected,ComputationMethod,Ratio infected grain weight/non infected grain weight,,
1021026,undefined,EstimationMethod,Unavailable method description,,
1020031,Direct or computed measure on harvester,MeasurementMethod,"Arvalis method : Harvester on board measure, on harvest sample machine . Direct measure or (PF -PS)/PF*100",,
1021025,undefined,EstimationMethod,Unavailable method description,,
1020032,Direct measure nb of spikes per area,MeasurementMethod,Arvalis method : from 0.25 to 0.7 m_,,
1021024,undefined,EstimationMethod,Unavailable method description,,
1021023,undefined,EstimationMethod,Unavailable method description,,
1021022,undefined,EstimationMethod,Unavailable method description,,
1021021,undefined,EstimationMethod,Unavailable method description,,
1021020,undefined,EstimationMethod,Unavailable method description,,
1021019,undefined,EstimationMethod,Unavailable method description,,
1020010,15 spikes direct measure,MeasurementMethod,Arvalis method: on 15 spikes ,Straw = (stem + leaf + shaff),
1020010,15 spikes direct measure,MeasurementMethod,Arvalis method: on 15 spikes ,Straw = (stem + leaf + shaff),
1020034,Direct measure on harvester,MeasurementMethod,"Arvalis method : Harvester on board measure, on harvest sample machine ",,
1021018,undefined,EstimationMethod,Unavailable method description,,
1021017,undefined,EstimationMethod,Unavailable method description,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020036,1200 grains direct measure,MeasurementMethod,Arvalis method : on 1200 grains from mechanised harvest,,
1021016,undefined,EstimationMethod,Unavailable method description,,
1021015,undefined,EstimationMethod,Unavailable method description,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1020035,Thermometer,MeasurementMethod,,,
1021014,undefined,EstimationMethod,Unavailable method description,,
1021013,undefined,EstimationMethod,Unavailable method description,,
1020020,,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020020,,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020020,,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020020,,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020020,,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020020,Greenseeker protocol,MeasurementMethod,GreenSeeker protocol (computed from measured wavelength on vegetation cover),,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1020028,Marvin,EstimationMethod,Estimated with the Marvin,,
1021012,undefined,EstimationMethod,Unavailable method description,,
1021011,undefined,EstimationMethod,Unavailable method description,,
1021010,undefined,EstimationMethod,Unavailable method description,,
1020029,Reference variety comparaison,MeasurementMethod,Yield expressed as a percentage of the average yield of reference varieties.,,
1021009,undefined,EstimationMethod,Unavailable method description,,
1021008,undefined,EstimationMethod,Unavailable method description,,
1020047, Wheight of  100 litter of grain,MeasurementMethod,,,
1020046,"Disease intensity score on a 1 to 9 increasing scale (1: no disease, 9: very severe).",nanMethod,,,
1021007,undefined,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1021006,undefined,EstimationMethod,Unavailable method description,,
1021005,undefined,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1020054,Alveograph Chopin,EstimationMethod,Unavailable method description,,
1021004,undefined,EstimationMethod,Unavailable method description,,
1020053,Breadmaking test CNERNA REWRITE THOSE DESCRIPTIONS,EstimationMethod,Unavailable method description,,
1020052,Breadmaking test CNERNA,EstimationMethod,Unavailable method description,,
1020052,Breadmaking test CNERNA,EstimationMethod,Unavailable method description,,
1020052,Breadmaking test CNERNA,EstimationMethod,Unavailable method description,,
1020051,Breadmaking test BIPEA (G),EstimationMethod,Unavailable method description,,
1020051,Breadmaking test BIPEA (G),EstimationMethod,Unavailable method description,,
1020051,Breadmaking test BIPEA (G),EstimationMethod,Unavailable method description,,
1020051,Breadmaking test BIPEA (G),EstimationMethod,Unavailable method description,,
1020051,Breadmaking test BIPEA (G),EstimationMethod,Unavailable method description,,
1020050,Breadmaking test BIPEA (L),EstimationMethod,Unavailable method description,,
1020050,Breadmaking test BIPEA (L),EstimationMethod,Unavailable method description,,
1020050,Breadmaking test BIPEA (L),EstimationMethod,Unavailable method description,,
1020050,Breadmaking test BIPEA (L),EstimationMethod,Unavailable method description,,
1020050,Breadmaking test BIPEA (L),EstimationMethod,Unavailable method description,,
1020049,Breadmaking test BIPEA (S),EstimationMethod,Unavailable method description,,
1020049,Breadmaking test BIPEA (S),EstimationMethod,Unavailable method description,,
1020049,Breadmaking test BIPEA (S),EstimationMethod,Unavailable method description,,
1020049,Breadmaking test BIPEA (S),EstimationMethod,Unavailable method description,,
1020049,Breadmaking test BIPEA (S),EstimationMethod,Unavailable method description,,
1021003,undefined,EstimationMethod,Unavailable method description,,
1021002,undefined,EstimationMethod,Unavailable method description,,
1020048,Gallardon,EstimationMethod,Providers (bakeries): Gallardon.,,
1020048,Gallardon,EstimationMethod,Providers (bakeries): Gallardon.,,
1020048,Gallardon,EstimationMethod,Providers (bakeries): Gallardon.,,
1020048,Gallardon,EstimationMethod,Providers (bakeries): Gallardon.,,
1020048,Gallardon,EstimationMethod,Providers (bakeries): Gallardon.,,
1021001,undefined,EstimationMethod,Unavailable method description,,
